date,obs-obs-1-1-rrday,obs-obs-1-1-tday,obs-obs-1-1-snow,obs-obs-1-1-tmin,obs-obs-1-1-tmax
2007-06-14T00:00:00Z,11.6,11.7,-1,9.2,17.6
2007-06-15T00:00:00Z,-1,13.5,-1,7.5,19.4
2007-06-16T00:00:00Z,-1,14.2,-1,7.8,18.4
2007-06-17T00:00:00Z,3.3,14.3,-1,9.9,19.2
2007-06-18T00:00:00Z,2.3,13.8,-1,12.3,16.9
2007-06-19T00:00:00Z,0.8,14.5,-1,9.9,19.3
2007-06-20T00:00:00Z,0.7,15.1,-1,8.3,20.5
2007-06-21T00:00:00Z,1.6,14.9,-1,11.5,19
2007-06-22T00:00:00Z,-1,15.6,-1,11.8,19.4
2007-06-23T00:00:00Z,-1,15.1,-1,9.8,18.8
2007-06-24T00:00:00Z,-1,18.2,-1,12.9,21.7
2007-06-25T00:00:00Z,0.6,18.8,-1,14.7,25
2007-06-26T00:00:00Z,7.7,13.6,-1,11.2,18.5
2007-06-27T00:00:00Z,9.1,13.5,-1,11.7,15.4
2007-06-28T00:00:00Z,3.2,13.1,-1,12.3,14.6
2007-06-29T00:00:00Z,-1,14.4,-1,11.1,17.4
2007-06-30T00:00:00Z,0.1,15.9,-1,13.1,19.8
2007-07-01T00:00:00Z,-1,17.3,-1,14,21.5
2007-07-02T00:00:00Z,2,18.2,-1,11.2,25
2007-07-03T00:00:00Z,-1,19.3,-1,13.5,23.3
2007-07-04T00:00:00Z,-1,20.8,-1,16.9,23.7
2007-07-05T00:00:00Z,-1,20.7,-1,18.3,23.5
2007-07-06T00:00:00Z,0.8,18,NaN,16.6,19.9
2007-07-07T00:00:00Z,5.9,17.6,-1,15.9,23.5
2007-07-08T00:00:00Z,0.9,17.3,-1,14.8,21.2
2007-07-09T00:00:00Z,6.3,16.3,-1,14.2,18.5
2007-07-10T00:00:00Z,0.5,16.6,NaN,15.3,19.2
2007-07-11T00:00:00Z,3.1,15.8,NaN,14.6,17.5
2007-07-12T00:00:00Z,-1,17.2,NaN,13.7,20.2
2007-07-13T00:00:00Z,-1,18.1,NaN,15.1,21.7
2007-07-14T00:00:00Z,0.2,17.9,NaN,14.4,21.9
2007-07-15T00:00:00Z,1.4,16.9,NaN,14.5,20.3
2007-07-16T00:00:00Z,-1,19.4,NaN,15.6,23.9
2007-07-17T00:00:00Z,1.4,19,NaN,13.6,23
2007-07-18T00:00:00Z,-1,18.7,NaN,15.6,21.6
2007-07-19T00:00:00Z,-1,17.6,NaN,15.9,21.7
2007-07-20T00:00:00Z,1.6,15.4,NaN,13.6,20.9
2007-07-21T00:00:00Z,-1,15.4,NaN,10.8,19.4
2007-07-22T00:00:00Z,-1,16.4,NaN,10.4,20.3
2007-07-23T00:00:00Z,2.1,16.5,NaN,13.4,22.1
2007-07-24T00:00:00Z,1.8,16.2,NaN,14.6,20.4
2007-07-25T00:00:00Z,-1,18.1,NaN,13.6,20.5
2007-07-26T00:00:00Z,-1,20.5,NaN,15.5,24.7
2007-07-27T00:00:00Z,1.2,18.2,NaN,15,21.9
2007-07-28T00:00:00Z,-1,17.1,NaN,15.1,19.6
2007-07-29T00:00:00Z,2.5,16,NaN,14,19.4
2007-07-30T00:00:00Z,20.4,15.1,NaN,12.4,17.6
2007-07-31T00:00:00Z,3.4,13.9,NaN,12.4,14.7
2007-08-01T00:00:00Z,-1,16.4,NaN,13.7,19.1
2007-08-02T00:00:00Z,-1,16.3,NaN,14.1,18.9
2007-08-03T00:00:00Z,-1,16.4,NaN,13.5,19.9
2007-08-04T00:00:00Z,-1,18.7,NaN,11.3,24.8
2007-08-05T00:00:00Z,-1,18.9,NaN,13.7,23
2007-08-06T00:00:00Z,-1,19.1,NaN,13.6,23.4
2007-08-07T00:00:00Z,-1,21.5,NaN,15,26.6
2007-08-08T00:00:00Z,-1,21.4,NaN,18.7,24.4
2007-08-09T00:00:00Z,-1,21.1,NaN,18.7,23.4
2007-08-10T00:00:00Z,-1,20.9,NaN,16.5,25.3
2007-08-11T00:00:00Z,0.3,22.1,NaN,17.2,26.4
2007-08-12T00:00:00Z,0.1,21.5,NaN,19.1,24.9
2007-08-13T00:00:00Z,-1,22.7,NaN,18.9,26.7
2007-08-14T00:00:00Z,31.6,20.9,NaN,18.4,25.7
2007-08-15T00:00:00Z,-1,19.1,NaN,15.1,23.9
2007-08-16T00:00:00Z,23.6,21.1,NaN,15.8,24.4
2007-08-17T00:00:00Z,1.1,19.1,NaN,17.7,22
2007-08-18T00:00:00Z,-1,17.1,NaN,13.9,20.2
2007-08-19T00:00:00Z,-1,17.2,NaN,14.3,20.3
2007-08-20T00:00:00Z,-1,16.8,NaN,11.5,20.8
2007-08-21T00:00:00Z,2.1,18.9,NaN,13.3,23.1
2007-08-22T00:00:00Z,13.8,18.9,NaN,17.1,22.3
2007-08-23T00:00:00Z,6,18.1,NaN,16.2,20.5
2007-08-24T00:00:00Z,2.1,19,NaN,17.4,22.7
2007-08-25T00:00:00Z,-1,17.4,NaN,14.2,21.1
2007-08-26T00:00:00Z,5,13.6,NaN,10.4,17.8
2007-08-27T00:00:00Z,0.3,12.9,NaN,9.6,17.4
2007-08-28T00:00:00Z,2,10.9,NaN,7.8,14.7
2007-08-29T00:00:00Z,0.9,10.8,NaN,9,15.1
2007-08-30T00:00:00Z,4.5,9.4,NaN,5.2,14.7
2007-08-31T00:00:00Z,1.8,8.9,NaN,4.5,15.2
2007-09-01T00:00:00Z,2.9,8.4,NaN,3.4,14.1
2007-09-02T00:00:00Z,5.7,13.4,NaN,5.6,17
2007-09-03T00:00:00Z,3.5,14.1,NaN,11.5,17.3
2007-09-04T00:00:00Z,0.1,12.6,NaN,9.3,15.9
2007-09-05T00:00:00Z,-1,12.1,NaN,6.6,16.5
2007-09-06T00:00:00Z,-1,13.3,NaN,10.7,15.6
2007-09-07T00:00:00Z,-1,10.9,NaN,8.4,15.5
2007-09-08T00:00:00Z,-1,11,NaN,4.4,15.4
2007-09-09T00:00:00Z,-1,11.3,NaN,9.2,15
2007-09-10T00:00:00Z,-1,11.1,NaN,8.5,15.2
2007-09-11T00:00:00Z,0.1,11.4,NaN,6.7,15.1
2007-09-12T00:00:00Z,2.6,12.7,NaN,9.8,15.4
2007-09-13T00:00:00Z,0.1,10.1,NaN,8.5,13.1
2007-09-14T00:00:00Z,1.9,10.1,NaN,3,13.7
2007-09-15T00:00:00Z,8.1,11.3,NaN,9.9,13.8
2007-09-16T00:00:00Z,3.8,8.9,NaN,7.5,11.6
2007-09-17T00:00:00Z,0.5,12.1,NaN,7,14.9
2007-09-18T00:00:00Z,16.9,11,NaN,8.9,13.6
2007-09-19T00:00:00Z,1.1,8.8,-1,7.6,12.5
2007-09-20T00:00:00Z,9.9,11.6,-1,5.1,14.8
2007-09-21T00:00:00Z,6.8,13.5,-1,12.2,14.5
2007-09-22T00:00:00Z,14.7,12.6,-1,11.6,14.6
2007-09-23T00:00:00Z,-1,11.8,-1,7.5,15
2007-09-24T00:00:00Z,-1,13.4,-1,11.1,15.5
2007-09-25T00:00:00Z,-1,14.7,-1,12.3,17.4
2007-09-26T00:00:00Z,0.8,13.7,NaN,12.9,15.7
2007-09-27T00:00:00Z,1.8,12.6,NaN,11.5,14.8
2007-09-28T00:00:00Z,-1,10.5,NaN,9.1,12.2
2007-09-29T00:00:00Z,-1,13.7,NaN,10.7,15.7
2007-09-30T00:00:00Z,5.8,13.7,NaN,12.9,16.6
2007-10-01T00:00:00Z,0.1,13.6,-1,10.7,15.4
2007-10-02T00:00:00Z,-1,12.6,-1,10.5,14.4
2007-10-03T00:00:00Z,0.6,10.6,-1,8.8,12.3
2007-10-04T00:00:00Z,1.7,12.3,-1,10.7,13.9
2007-10-05T00:00:00Z,0.2,11.8,-1,8.7,15.3
2007-10-06T00:00:00Z,0.4,11.6,-1,9.7,13.9
2007-10-07T00:00:00Z,2.5,10.6,-1,8.5,12.7
2007-10-08T00:00:00Z,9.3,8.8,-1,5.8,11.7
2007-10-09T00:00:00Z,-1,6.7,-1,5,9.1
2007-10-10T00:00:00Z,0.5,5.4,-1,3.6,9.6
2007-10-11T00:00:00Z,12.2,3.8,-1,-0.3,7.2
2007-10-12T00:00:00Z,6.6,3.3,-1,1.3,5.5
2007-10-13T00:00:00Z,-1,2.5,-1,0.8,6.7
2007-10-14T00:00:00Z,4.9,4.5,-1,-2.7,8.7
2007-10-15T00:00:00Z,-1,9.5,-1,8.5,11.4
2007-10-16T00:00:00Z,0.1,9.7,-1,6.9,11.3
2007-10-17T00:00:00Z,-1,11.2,-1,9.8,13.4
2007-10-18T00:00:00Z,1.5,6.5,-1,4.4,9.8
2007-10-19T00:00:00Z,-1,4.7,-1,3,8.7
2007-10-20T00:00:00Z,-1,1.3,-1,-0.5,5.4
2007-10-21T00:00:00Z,-1,-0.3,-1,-4.3,5.5
2007-10-22T00:00:00Z,-1,1.7,-1,-2.7,7.5
2007-10-23T00:00:00Z,-1,2.4,-1,-2,7.6
2007-10-24T00:00:00Z,-1,5.6,-1,2.3,7.2
2007-10-25T00:00:00Z,-1,5.9,-1,4.7,6.9
2007-10-26T00:00:00Z,-1,6.9,-1,5.9,7.5
2007-10-27T00:00:00Z,-1,7.3,-1,5.1,7.9
2007-10-28T00:00:00Z,-1,8.5,-1,7,9.4
2007-10-29T00:00:00Z,0.1,9.9,-1,8.9,10.9
2007-10-30T00:00:00Z,4.3,9.5,-1,9,10.4
2007-10-31T00:00:00Z,3.4,7.5,-1,6.1,9.6
2007-11-01T00:00:00Z,0.9,8.3,-1,6.3,10.5
2007-11-02T00:00:00Z,-1,4.9,-1,4.1,6.7
2007-11-03T00:00:00Z,2.1,0.3,-1,-0.5,4.2
2007-11-04T00:00:00Z,-1,-1.3,0,-2.4,1.7
2007-11-05T00:00:00Z,0.1,0.3,0,-5.7,3.8
2007-11-06T00:00:00Z,1.9,3.5,-1,2.2,5.7
2007-11-07T00:00:00Z,7.5,2.6,-1,1.2,3.6
2007-11-08T00:00:00Z,0.2,4.1,-1,2.8,4.7
2007-11-09T00:00:00Z,22.3,4.2,-1,3.8,4.8
2007-11-10T00:00:00Z,3.3,3.9,-1,2.5,5.6
2007-11-11T00:00:00Z,3,3.4,-1,2.6,4.9
2007-11-12T00:00:00Z,6.1,0.9,0,-0.7,3.5
2007-11-13T00:00:00Z,0.7,-1.3,0,-2.1,0
2007-11-14T00:00:00Z,-1,-2.5,1,-4.1,-1.1
2007-11-15T00:00:00Z,0.3,-3.1,1,-5.6,1.6
2007-11-16T00:00:00Z,0.1,0.6,1,-1.4,2.8
2007-11-17T00:00:00Z,2.5,-2.7,1,-5.3,0.4
2007-11-18T00:00:00Z,0.1,3.2,1,-5,4.9
2007-11-19T00:00:00Z,-1,3.9,-1,2.8,5.8
2007-11-20T00:00:00Z,-1,-0.3,-1,-1.6,3.6
2007-11-21T00:00:00Z,-1,4.2,-1,-0.5,5.7
2007-11-22T00:00:00Z,1.8,3,-1,1.7,4.7
2007-11-23T00:00:00Z,2.3,4.6,-1,3.7,6.5
2007-11-24T00:00:00Z,-1,-1.2,-1,-3.5,6.3
2007-11-25T00:00:00Z,7,2.2,-1,-2.4,4.2
2007-11-26T00:00:00Z,1.3,1.2,-1,-0.6,3.8
2007-11-27T00:00:00Z,0.1,-0.7,1,-1.3,0.9
2007-11-28T00:00:00Z,0.3,-2.3,1,-3.9,-0.8
2007-11-29T00:00:00Z,-1,-3.3,1,-5,-2
2007-11-30T00:00:00Z,-1,-3.8,1,-5.4,-2.3
2007-12-01T00:00:00Z,8.1,-2.1,1,-3.9,-0.5
2007-12-02T00:00:00Z,10.2,1.9,8,-3.5,4.7
2007-12-03T00:00:00Z,15.7,2.1,4,0.5,4
2007-12-04T00:00:00Z,4,0.9,4,0,2.1
2007-12-05T00:00:00Z,3.8,1.8,3,-1.3,4.3
2007-12-06T00:00:00Z,4.6,5.5,-1,3.9,5.9
2007-12-07T00:00:00Z,9.9,5.1,-1,4.1,6.7
2007-12-08T00:00:00Z,4.1,5.5,-1,3.4,6.9
2007-12-09T00:00:00Z,4.9,4.7,-1,3.2,6.1
2007-12-10T00:00:00Z,0.7,4.1,-1,3.3,4.5
2007-12-11T00:00:00Z,-1,4.5,-1,3.5,5.5
2007-12-12T00:00:00Z,-1,-0.3,-1,-2,3.9
2007-12-13T00:00:00Z,-1,-3.3,-1,-4.2,-1.6
2007-12-14T00:00:00Z,-1,-3.3,-1,-6.8,0.8
2007-12-15T00:00:00Z,-1,0.7,-1,0,1.8
2007-12-16T00:00:00Z,-1,-0.3,-1,-1,1.3
2007-12-17T00:00:00Z,-1,-1,-1,-3,0.5
2007-12-18T00:00:00Z,-1,1.2,-1,0.2,2.5
2007-12-19T00:00:00Z,-1,1.7,-1,0.3,3.1
2007-12-20T00:00:00Z,-1,4.5,-1,3,5.7
2007-12-21T00:00:00Z,-1,3,-1,2.5,5
2007-12-22T00:00:00Z,-1,1,-1,-0.8,2.7
2007-12-23T00:00:00Z,-1,2,-1,-1.3,3.4
2007-12-24T00:00:00Z,-1,3.5,-1,1.3,4.9
2007-12-25T00:00:00Z,1.3,4.3,-1,3.7,4.6
2007-12-26T00:00:00Z,0.3,2.7,-1,1.7,4.6
2007-12-27T00:00:00Z,2.8,5.1,-1,2.6,5.7
2007-12-28T00:00:00Z,3.8,5.1,-1,3.8,6.1
2007-12-29T00:00:00Z,1.7,5.6,-1,4.8,6.5
2007-12-30T00:00:00Z,6.7,5,-1,4.2,6.1
2007-12-31T00:00:00Z,3.1,2.5,-1,1.5,4.5
2008-01-01T00:00:00Z,0.2,1.3,-1,0.7,2.6
2008-01-02T00:00:00Z,0.3,0.1,-1,-1.1,1.7
2008-01-03T00:00:00Z,-1,-3,0,-3.8,-1
2008-01-04T00:00:00Z,-1,-4.1,0,-4.7,-2.6
2008-01-05T00:00:00Z,-1,-4.8,0,-5.6,-4.3
2008-01-06T00:00:00Z,4.6,-3.9,0,-5.7,-2.7
2008-01-07T00:00:00Z,3,-3.5,6,-5.1,-2.8
2008-01-08T00:00:00Z,1.3,-2.3,7,-3.3,-1.7
2008-01-09T00:00:00Z,3.4,-0.7,8,-2.2,0.9
2008-01-10T00:00:00Z,4.8,2.4,6,0.8,3.3
2008-01-11T00:00:00Z,3.1,3.2,3,1.8,4.6
2008-01-12T00:00:00Z,1.9,3.5,-1,3,4.8
2008-01-13T00:00:00Z,0.3,2.8,-1,1.5,4.2
2008-01-14T00:00:00Z,0.9,2.6,-1,0.4,4.2
2008-01-15T00:00:00Z,3.8,2.6,-1,1.4,3.2
2008-01-16T00:00:00Z,2.2,3.1,-1,1.2,4
2008-01-17T00:00:00Z,0.5,3.3,-1,2.8,3.8
2008-01-18T00:00:00Z,4.7,2.8,-1,2.5,3.5
2008-01-19T00:00:00Z,9.9,3,-1,1.4,4.5
2008-01-20T00:00:00Z,0.1,2.3,-1,1,3.8
2008-01-21T00:00:00Z,3,2.1,-1,0.4,3.3
2008-01-22T00:00:00Z,0.4,-1.2,0,-1.9,1.2
2008-01-23T00:00:00Z,-1,-1.8,0,-2.8,-0.5
2008-01-24T00:00:00Z,5.9,0.5,0,-4.7,2.3
2008-01-25T00:00:00Z,1.2,2.4,3,1.2,4
2008-01-26T00:00:00Z,0.1,1.5,3,0.4,2.7
2008-01-27T00:00:00Z,-1,-1.2,2,-2.2,1.2
2008-01-28T00:00:00Z,0.1,-1.1,3,-5.3,2.4
2008-01-29T00:00:00Z,0.1,3.2,2,1.8,4.3
2008-01-30T00:00:00Z,12.2,2.2,-1,0.1,5
2008-01-31T00:00:00Z,-1,1,0,-1.1,3.5
2008-02-01T00:00:00Z,5,1.4,0,0.1,2.3
2008-02-02T00:00:00Z,0.8,2.7,-1,0.8,3.8
2008-02-03T00:00:00Z,9.2,-0.2,-1,-1.3,3.9
2008-02-04T00:00:00Z,0.2,1.2,5,-1.4,2.8
2008-02-05T00:00:00Z,1.2,1.7,4,1,2.2
2008-02-06T00:00:00Z,1.2,2.4,0,1.8,2.9
2008-02-07T00:00:00Z,4,1.3,-1,0.6,2.1
2008-02-08T00:00:00Z,-1,2,-1,0.9,3.1
2008-02-09T00:00:00Z,0.7,3.1,-1,1.6,3.8
2008-02-10T00:00:00Z,3.1,3.5,-1,2.9,3.9
2008-02-11T00:00:00Z,1.9,2.5,-1,1.5,4
2008-02-12T00:00:00Z,0.5,1.4,-1,0.8,2.4
2008-02-13T00:00:00Z,-1,1.6,-1,0,4.6
2008-02-14T00:00:00Z,-1,-1.7,-1,-2.8,0.3
2008-02-15T00:00:00Z,-1,-5,-1,-6,-2.7
2008-02-16T00:00:00Z,-1,-5.8,-1,-10.8,-1.8
2008-02-17T00:00:00Z,0.2,0.9,-1,-1.9,3.6
2008-02-18T00:00:00Z,0.7,-0.6,0,-4,2
2008-02-19T00:00:00Z,0.1,-2,2,-5.1,1.2
2008-02-20T00:00:00Z,2.6,0,2,-4.7,2.5
2008-02-21T00:00:00Z,1.9,1.6,2,0.5,2.5
2008-02-22T00:00:00Z,1.3,4.1,-1,2,7.8
2008-02-23T00:00:00Z,-1,2.7,-1,0.8,5.6
2008-02-24T00:00:00Z,6.1,1.9,-1,-0.8,4.6
2008-02-25T00:00:00Z,-1,4.4,-1,2.9,6.9
2008-02-26T00:00:00Z,9,2,-1,0,3.5
2008-02-27T00:00:00Z,3.2,3.3,0,0.5,4
2008-02-28T00:00:00Z,0.2,0.7,-1,-0.3,3.7
2008-02-29T00:00:00Z,3,0.1,-1,-2,2.6
2008-03-01T00:00:00Z,7.2,0.6,0,0.1,1.1
2008-03-02T00:00:00Z,0.1,0.1,6,-0.1,0.6
2008-03-03T00:00:00Z,5.1,-1.1,5,-1.7,0
2008-03-04T00:00:00Z,0.7,-3.6,10,-4.6,-1.3
2008-03-05T00:00:00Z,-1,-2.9,10,-6.1,0.4
2008-03-06T00:00:00Z,3.8,0.2,9,-3.5,2.3
2008-03-07T00:00:00Z,-1,1.6,9,0.1,3.7
2008-03-08T00:00:00Z,2,0.5,7,-1.7,1.6
2008-03-09T00:00:00Z,-1,2.4,6,1.1,3.2
2008-03-10T00:00:00Z,-1,4.8,2,3.1,7.3
2008-03-11T00:00:00Z,-1,4.5,-1,2.4,7.3
2008-03-12T00:00:00Z,4.5,2.8,-1,2.2,6.6
2008-03-13T00:00:00Z,5.1,1.2,-1,0.5,2.3
2008-03-14T00:00:00Z,0.7,2.4,-1,1,4.6
2008-03-15T00:00:00Z,1.7,0.5,-1,-0.4,2.5
2008-03-16T00:00:00Z,1,-0.3,1,-1.9,1.5
2008-03-17T00:00:00Z,-1,0.6,0,0.1,1.8
2008-03-18T00:00:00Z,0.4,0.5,0,-0.9,3.5
2008-03-19T00:00:00Z,-1,-1,-1,-1.2,2
2008-03-20T00:00:00Z,-1,-2.7,0,-5.6,0.4
2008-03-21T00:00:00Z,-1,-3.7,0,-7.3,-1
2008-03-22T00:00:00Z,2.5,-3,-1,-6.9,-0.1
2008-03-23T00:00:00Z,1,-3,3,-5,-1.2
2008-03-24T00:00:00Z,-1,-3.1,3,-7.3,0.1
2008-03-25T00:00:00Z,10.9,-0.5,0,-2.1,1.1
2008-03-26T00:00:00Z,7.7,-3.4,12,-4.7,-0.6
2008-03-27T00:00:00Z,0.1,-1.3,18,-4.3,2.6
2008-03-28T00:00:00Z,-1,1,13,-2.4,5.2
2008-03-29T00:00:00Z,1,3.5,10,0.7,6.3
2008-03-30T00:00:00Z,-1,4,6,2.8,5.6
2008-03-31T00:00:00Z,-1,5.9,4,2.2,10.5
2008-04-01T00:00:00Z,-1,6.2,-1,3.7,11.1
2008-04-02T00:00:00Z,-1,4.8,-1,0.4,9.5
2008-04-03T00:00:00Z,0.2,6.3,-1,1.8,10.3
2008-04-04T00:00:00Z,-1,4.7,-1,1.2,10.2
2008-04-05T00:00:00Z,1.1,2.4,-1,-0.3,4.2
2008-04-06T00:00:00Z,4.9,6.1,-1,3.4,9.6
2008-04-07T00:00:00Z,2.2,6.4,-1,5.1,8.5
2008-04-08T00:00:00Z,16.5,6.4,-1,5.1,9
2008-04-09T00:00:00Z,0.4,3.7,0,2.6,6.6
2008-04-10T00:00:00Z,-1,3.5,0,2.3,5.6
2008-04-11T00:00:00Z,-1,3.9,-1,0.4,7.9
2008-04-12T00:00:00Z,6.1,4.6,-1,1.8,7.7
2008-04-13T00:00:00Z,13.1,2.8,-1,1.8,5.8
2008-04-14T00:00:00Z,-1,4.2,-1,1.3,9.3
2008-04-15T00:00:00Z,0.4,3.7,-1,1.5,6.5
2008-04-16T00:00:00Z,0.3,4,-1,3.1,5.4
2008-04-17T00:00:00Z,-1,5.9,-1,2.5,10.5
2008-04-18T00:00:00Z,-1,5.5,-1,4.1,9.7
2008-04-19T00:00:00Z,-1,6.5,-1,0.2,11.8
2008-04-20T00:00:00Z,-1,3.7,-1,2,8.2
2008-04-21T00:00:00Z,-1,5.9,-1,-0.4,10.9
2008-04-22T00:00:00Z,-1,6.2,-1,1,9.9
2008-04-23T00:00:00Z,-1,6.9,-1,0.9,11
2008-04-24T00:00:00Z,-1,7.9,-1,2.8,11.8
2008-04-25T00:00:00Z,-1,7.1,-1,1.9,12
2008-04-26T00:00:00Z,-1,8.7,-1,3.1,13.2
2008-04-27T00:00:00Z,-1,9.3,-1,5.2,14.3
2008-04-28T00:00:00Z,-1,9.5,-1,5.4,13
2008-04-29T00:00:00Z,-1,11.2,-1,5.8,15.4
2008-04-30T00:00:00Z,-1,13.9,-1,10.3,17.9
2008-05-01T00:00:00Z,-1,13,-1,8.9,16
2008-05-02T00:00:00Z,-1,15.1,-1,10.4,20.2
2008-05-03T00:00:00Z,-1,13.4,-1,10.1,17.9
2008-05-04T00:00:00Z,-1,13.6,-1,8.6,19.2
2008-05-05T00:00:00Z,-1,10.8,-1,8.9,15.4
2008-05-06T00:00:00Z,-1,7,-1,1.9,12
2008-05-07T00:00:00Z,1.8,10.1,-1,7.1,14.5
2008-05-08T00:00:00Z,-1,11,-1,6.8,16.7
2008-05-09T00:00:00Z,0.1,11.9,-1,8.8,14.4
2008-05-10T00:00:00Z,-1,15.9,-1,8.6,22.5
2008-05-11T00:00:00Z,1.2,13.1,-1,8.7,19.6
2008-05-12T00:00:00Z,0.3,10.2,-1,8.8,13.1
2008-05-13T00:00:00Z,-1,7.4,-1,2.1,11.7
2008-05-14T00:00:00Z,-1,6.2,-1,1.4,10.1
2008-05-15T00:00:00Z,-1,5.3,-1,2.3,8.8
2008-05-16T00:00:00Z,-1,6.4,-1,1.1,9.9
2008-05-17T00:00:00Z,4.7,7.3,-1,1.9,11.6
2008-05-18T00:00:00Z,0.4,8.5,-1,5.8,11.6
2008-05-19T00:00:00Z,-1,7.5,-1,4.3,11.1
2008-05-20T00:00:00Z,-1,9.7,-1,6,13.6
2008-05-21T00:00:00Z,-1,9.9,-1,4.2,14.4
2008-05-22T00:00:00Z,-1,10.8,-1,3.5,15.4
2008-05-23T00:00:00Z,-1,10.3,-1,6.7,14.1
2008-05-24T00:00:00Z,-1,9.9,-1,5.3,13.7
2008-05-25T00:00:00Z,-1,10.5,-1,4,15.3
2008-05-26T00:00:00Z,-1,12.6,-1,8.1,16.3
2008-05-27T00:00:00Z,0.1,10.8,-1,7.9,14.3
2008-05-28T00:00:00Z,-1,12.1,-1,4.6,17.9
2008-05-29T00:00:00Z,-1,14,-1,7.9,19.3
2008-05-30T00:00:00Z,-1,17.1,-1,10.5,22.2
2008-05-31T00:00:00Z,-1,15,-1,13,19
2008-06-01T00:00:00Z,-1,13.9,-1,9.3,17.3
2008-06-02T00:00:00Z,-1,17.3,-1,13.7,22.3
2008-06-03T00:00:00Z,-1,15.7,-1,11.7,19.6
2008-06-04T00:00:00Z,-1,14.1,-1,10,16.7
2008-06-05T00:00:00Z,-1,17.8,-1,9.3,23.1
2008-06-06T00:00:00Z,-1,19.4,-1,16.5,24.1
2008-06-07T00:00:00Z,-1,13.4,-1,12.1,21
2008-06-08T00:00:00Z,0.3,14.7,-1,10.5,19.5
2008-06-09T00:00:00Z,0.8,15.4,-1,12.9,18.6
2008-06-10T00:00:00Z,4.4,12.8,-1,9.7,15.9
2008-06-11T00:00:00Z,5,12.9,NaN,11.4,17.4
2008-06-12T00:00:00Z,0.6,11.2,NaN,9.2,15
2008-06-13T00:00:00Z,-1,12.1,NaN,7.2,15.9
2008-06-14T00:00:00Z,13.9,13.1,NaN,10.1,17.5
2008-06-15T00:00:00Z,-1,13.9,NaN,11.2,18.3
2008-06-16T00:00:00Z,-1,13.8,NaN,10.9,17.5
2008-06-17T00:00:00Z,16.5,13.6,NaN,11.1,17.9
2008-06-18T00:00:00Z,0.1,14.1,NaN,11.6,17.5
2008-06-19T00:00:00Z,-1,16,NaN,12.9,19.4
2008-06-20T00:00:00Z,7.6,14.8,NaN,13.4,17.9
2008-06-21T00:00:00Z,-1,14.2,NaN,11.9,17.3
2008-06-22T00:00:00Z,-1,14.9,NaN,11.5,18
2008-06-23T00:00:00Z,22.6,13.2,NaN,11.3,15.7
2008-06-24T00:00:00Z,4.3,13.5,NaN,12.5,16.4
2008-06-25T00:00:00Z,-1,13.9,NaN,11.1,16.6
2008-06-26T00:00:00Z,2.9,13.5,NaN,9.6,17.8
2008-06-27T00:00:00Z,-1,14.4,NaN,11.4,18.8
2008-06-28T00:00:00Z,5,14.8,NaN,10.3,18.9
2008-06-29T00:00:00Z,0.1,15,NaN,12.6,20.3
2008-06-30T00:00:00Z,1.2,15.2,NaN,11.4,19.3
2008-07-01T00:00:00Z,0.3,16.4,NaN,14,20.6
2008-07-02T00:00:00Z,0.1,18.3,NaN,13.4,23.1
2008-07-03T00:00:00Z,0.4,15.5,NaN,11.7,19.2
2008-07-04T00:00:00Z,-1,22.2,NaN,16.3,26.9
2008-07-05T00:00:00Z,-1,17.1,NaN,15.4,24.2
2008-07-06T00:00:00Z,0.1,13.1,NaN,9.9,17.2
2008-07-07T00:00:00Z,0.1,14,NaN,7.7,17.9
2008-07-08T00:00:00Z,-1,14.9,NaN,12.4,19.4
2008-07-09T00:00:00Z,0.1,15.7,NaN,9.7,19.6
2008-07-10T00:00:00Z,-1,16.3,NaN,11.7,20.2
2008-07-11T00:00:00Z,4.1,17.9,NaN,14,21.9
2008-07-12T00:00:00Z,-1,18,NaN,15.5,20.8
2008-07-13T00:00:00Z,-1,18.1,NaN,16.3,21.2
2008-07-14T00:00:00Z,8,16.3,NaN,14.1,19.7
2008-07-15T00:00:00Z,-1,16.9,NaN,13.3,20
2008-07-16T00:00:00Z,0.1,17,NaN,15.7,19.9
2008-07-17T00:00:00Z,2,16.1,NaN,14.1,17.9
2008-07-18T00:00:00Z,-1,16.7,NaN,13.2,19.9
2008-07-19T00:00:00Z,-1,18,NaN,14.3,21.6
2008-07-20T00:00:00Z,0.2,17.4,NaN,12.7,22.6
2008-07-21T00:00:00Z,-1,18.5,NaN,16.5,22
2008-07-22T00:00:00Z,0.1,17.6,NaN,16.4,20.1
2008-07-23T00:00:00Z,-1,19.6,NaN,16,23.8
2008-07-24T00:00:00Z,-1,19.7,NaN,13.8,24.6
2008-07-25T00:00:00Z,-1,20,NaN,13.7,25.9
2008-07-26T00:00:00Z,-1,22,NaN,16,26.9
2008-07-27T00:00:00Z,-1,20.3,NaN,17.1,23.6
2008-07-28T00:00:00Z,-1,17.1,NaN,13.7,21.2
2008-07-29T00:00:00Z,-1,18.1,NaN,11,23.4
2008-07-30T00:00:00Z,-1,17.5,NaN,11.6,21
2008-07-31T00:00:00Z,-1,20.2,NaN,15.4,24.2
2008-08-01T00:00:00Z,3.6,20,NaN,16.2,24.7
2008-08-02T00:00:00Z,8.5,16.3,NaN,13.1,19.5
2008-08-03T00:00:00Z,5.4,14.5,NaN,13.5,17.2
